year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1927,1928,1,ACTRESS,ACTRESS IN A LEADING ROLE,Janet Gaynor,Sunrise,True
1927,1928,1,ART DIRECTION,ART DIRECTION,Rochus Gliese,Sunrise,False
1927,1928,1,CINEMATOGRAPHY,CINEMATOGRAPHY,Charles Rosher/Karl Struss,Sunrise,True
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,Fox,Sunrise,True
1927,1928,1,WRITING (Original Story),WRITING (Original Story),Ben Hecht,Underworld,True
1928,1929,2,ACTOR,ACTOR IN A LEADING ROLE,George Bancroft,Thunderbolt,False
1931,1932,5,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Grand Hotel,True
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jules White,Men in Black,False
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Clark Gable,Mutiny on the Bounty,False
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Charles Laughton,Mutiny on the Bounty,False
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Franchot Tone,Mutiny on the Bounty,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Benjamin Zemach,She,False
1935,1936,8,DIRECTING,DIRECTING,Frank Lloyd,Mutiny on the Bounty,False
1935,1936,8,FILM EDITING,FILM EDITING,Margaret Booth,Mutiny on the Bounty,False
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Metro-Goldwyn-Mayer/Nat W. Finston/Herbert Stothart,Mutiny on the Bounty,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Talbot Jennings/Jules Furthman/Carey Wilson,Mutiny on the Bounty,False
1938,1939,11,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,Jezebel,True
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Fay Bainter,Jezebel,True
1938,1939,11,CINEMATOGRAPHY,CINEMATOGRAPHY,Ernest Haller,Jezebel,False
1938,1939,11,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Max Steiner,Jezebel,False
1938,1939,11,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,Jezebel,False
1939,1940,12,ART DIRECTION,ART DIRECTION,Jack Otterson/Martin Obzina,First Love,False
1939,1940,12,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph Valentine,First Love,False
1939,1940,12,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Charles Previn,First Love,False
1940,1941,13,ACTOR,ACTOR IN A LEADING ROLE,Laurence Olivier,Rebecca,False
1940,1941,13,ACTRESS,ACTRESS IN A LEADING ROLE,Joan Fontaine,Rebecca,False
1940,1941,13,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Judith Anderson,Rebecca,False
1940,1941,13,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler,Rebecca,False
1940,1941,13,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),George Barnes,Rebecca,True
1940,1941,13,DIRECTING,DIRECTING,Alfred Hitchcock,Rebecca,False
1940,1941,13,FILM EDITING,FILM EDITING,Hal C. Kern,Rebecca,False
1940,1941,13,MUSIC (Original Score),MUSIC (Original Score),Franz Waxman,Rebecca,False
1940,1941,13,OUTSTANDING PRODUCTION,BEST PICTURE,Selznick International Pictures,Rebecca,True
1940,1941,13,SPECIAL EFFECTS,VISUAL EFFECTS,Jack Cosgrove/Arthur Johns,Rebecca,False
1940,1941,13,WRITING (Screenplay),WRITING (Adapted Screenplay),Robert E. Sherwood/Joan Harrison,Rebecca,False
1942,1943,15,DOCUMENTARY,DOCUMENTARY (Feature),United States Navy,The Battle of Midway,True
1942,1943,15,DOCUMENTARY,DOCUMENTARY (Feature),United States Army Special Services,Prelude to War,True
1943,1944,16,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,Sahara,False
1943,1944,16,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Rudolph Maté,Sahara,False
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,Sahara,False
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Arthur Lange/Hugo Friedhofer,The Woman in the Window,False
1947,1948,20,ACTRESS,ACTRESS IN A LEADING ROLE,Joan Crawford,Possessed,False
1948,1949,21,ACTOR,ACTOR IN A LEADING ROLE,Montgomery Clift,The Search,False
1948,1949,21,DIRECTING,DIRECTING,Fred Zinnemann,The Search,False
1948,1949,21,WRITING (Motion Picture Story),WRITING (Original Story),Richard Schweizer/David Wechsler,The Search,True
1948,1949,21,WRITING (Screenplay),WRITING (Adapted Screenplay),Richard Schweizer/David Wechsler,The Search,False
1948,1949,21,SPECIAL AWARD,SPECIAL AWARD,Ivan Jandl,The Search,True
1951,1952,24,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Olle Nordemar,Kon-Tiki,True
1951,1952,24,WRITING (Motion Picture Story),WRITING (Original Story),Alfred Hayes/Stewart Stern,Teresa,False
1952,1953,25,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hal Pereira/Roland Anderson/Emile Kuri,Carrie,False
1952,1953,25,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Edith Head,Carrie,False
1954,1955,27,ACTRESS,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Sabrina,False
1954,1955,27,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hal Pereira/Walter Tyler/Sam Comer/Ray Moyer,Sabrina,False
1954,1955,27,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Charles Lang Jr.,Sabrina,False
1954,1955,27,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,True
1954,1955,27,DIRECTING,DIRECTING,Billy Wilder,Sabrina,False
1954,1955,27,MUSIC (Song),MUSIC (Original Song),Irving Berlin,White Christmas,False
1954,1955,27,WRITING (Screenplay),WRITING (Adapted Screenplay),Billy Wilder/Samuel Taylor/Ernest Lehman,Sabrina,False
1955,1956,28,ACTOR,ACTOR IN A LEADING ROLE,James Cagney,Love Me or Leave Me,False
1955,1956,28,ACTRESS,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Summertime,False
1955,1956,28,DIRECTING,DIRECTING,David Lean,Summertime,False
1955,1956,28,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Percy Faith/George Stoll,Love Me or Leave Me,False
1955,1956,28,MUSIC (Song),MUSIC (Original Song),Nicholas Brodszky/Sammy Cahn,Love Me or Leave Me,False
1955,1956,28,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Wesley C. Miller,Love Me or Leave Me,False
1955,1956,28,WRITING (Motion Picture Story),WRITING (Original Story),Daniel Fuchs,Love Me or Leave Me,True
1955,1956,28,WRITING (Screenplay),WRITING (Adapted Screenplay),Daniel Fuchs/Isobel Lennart,Love Me or Leave Me,False
1956,1957,29,ACTRESS,ACTRESS IN A LEADING ROLE,Katharine Hepburn,The Rainmaker,False
1956,1957,29,FILM EDITING,FILM EDITING,Merrill G. White,The Brave One,False
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alex North,The Rainmaker,False
1956,1957,29,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Johnny Green/Saul Chaplin,High Society,False
1956,1957,29,MUSIC (Song),MUSIC (Original Song),Cole Porter,High Society,False
1956,1957,29,SOUND RECORDING,SOUND RECORDING,King Bros. Productions Inc./John Myers,The Brave One,False
1956,1957,29,SPECIAL EFFECTS,VISUAL EFFECTS,A. Arnold Gillespie/Irving Ries/Wesley C. Miller,Forbidden Planet,False
1956,1957,29,WRITING (Motion Picture Story),WRITING (Original Story),Dalton Trumbo,The Brave One,True
1956,1957,29,WRITING (Motion Picture Story),WRITING (Original Story),Edward Bernds/Elwood Ullman,High Society,False
1958,1959,31,ACTOR,ACTOR IN A LEADING ROLE,Paul Newman,Cat on a Hot Tin Roof,False
1958,1959,31,ACTRESS,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Cat on a Hot Tin Roof,False
1958,1959,31,ART DIRECTION,ART DIRECTION,William A. Horning/Preston Ames/Henry Grace/Keogh Gleason,Gigi,True
1958,1959,31,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),William Daniels,Cat on a Hot Tin Roof,False
1958,1959,31,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Joseph Ruttenberg,Gigi,True
1958,1959,31,COSTUME DESIGN,COSTUME DESIGN,Cecil Beaton,Gigi,True
1958,1959,31,DIRECTING,DIRECTING,Richard Brooks,Cat on a Hot Tin Roof,False
1958,1959,31,DIRECTING,DIRECTING,Vincente Minnelli,Gigi,True
1958,1959,31,FILM EDITING,FILM EDITING,Adrienne Fazan,Gigi,True
1958,1959,31,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Andre Previn,Gigi,True
1958,1959,31,MUSIC (Song),MUSIC (Original Song),Frederick Loewe/Alan Jay Lerner,Gigi,True
1958,1959,31,BEST MOTION PICTURE,BEST PICTURE,Lawrence Weingarten,Cat on a Hot Tin Roof,False
1958,1959,31,BEST MOTION PICTURE,BEST PICTURE,Arthur Freed,Gigi,True
1958,1959,31,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Richard Brooks/James Poe,Cat on a Hot Tin Roof,False
1958,1959,31,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Alan Jay Lerner,Gigi,True
1959,1960,32,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,West Germany,The Bridge,False
1960,1961,33,ACTOR,ACTOR IN A LEADING ROLE,Jack Lemmon,The Apartment,False
1960,1961,33,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,False
1960,1961,33,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,True
1960,1961,33,ACTRESS,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Apartment,False
1960,1961,33,ACTRESS,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Butterfield 8,True
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,False
1960,1961,33,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Alexander Trauner/Edward G. Boyle,The Apartment,True
1960,1961,33,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Joseph Hurley/Robert Clatworthy/George Milo,Psycho,False
1960,1961,33,ART DIRECTION (Color),ART DIRECTION (Color),Alexander Golitzen/Eric Orbom/Russell A. Gausman/Julia Heron,Spartacus,True
1960,1961,33,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Apartment,False
1960,1961,33,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),John L. Russell,Psycho,False
1960,1961,33,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Joseph Ruttenberg/Charles Harten,Butterfield 8,False
1960,1961,33,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Russell Metty,Spartacus,True
1960,1961,33,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Valles/Bill Thomas,Spartacus,True
1960,1961,33,DIRECTING,DIRECTING,Billy Wilder,The Apartment,True
1960,1961,33,DIRECTING,DIRECTING,Alfred Hitchcock,Psycho,False
1960,1961,33,FILM EDITING,FILM EDITING,Daniel Mandell,The Apartment,True
1960,1961,33,FILM EDITING,FILM EDITING,Robert Lawrence,Spartacus,False
1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alex North,Spartacus,False
1960,1961,33,BEST MOTION PICTURE,BEST PICTURE,Billy Wilder,The Apartment,True
1960,1961,33,SOUND,SOUND MIXING,Samuel Goldwyn/Gordon E. Sawyer,The Apartment,False
1960,1961,33,SPECIAL EFFECTS,VISUAL EFFECTS,Gene Warren/Tim Baar,The Time Machine,True
1960,1961,33,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),Billy Wilder/I. A. L. Diamond,The Apartment,True
1961,1962,34,DIRECTING,DIRECTING,J. Lee Thompson,The Guns of Navarone,False
1961,1962,34,FILM EDITING,FILM EDITING,Alan Osbiston,The Guns of Navarone,False
1961,1962,34,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Dimitri Tiomkin,The Guns of Navarone,False
1961,1962,34,BEST MOTION PICTURE,BEST PICTURE,Carl Foreman,The Guns of Navarone,False
1961,1962,34,SOUND,SOUND MIXING,Shepperton/John Cox,The Guns of Navarone,False
1961,1962,34,SPECIAL EFFECTS,VISUAL EFFECTS,Bill Warrington/Vivian C. Greenham,The Guns of Navarone,True
1961,1962,34,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Carl Foreman,The Guns of Navarone,False
1962,1963,35,ART DIRECTION (Color),ART DIRECTION (Color),George W. Davis/J. McMillan Johnson/Henry Grace/Hugh Hunt,Mutiny on the Bounty,False
1962,1963,35,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Harry Stradling Sr.,Gypsy,False
1962,1963,35,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Robert L. Surtees,Mutiny on the Bounty,False
1962,1963,35,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Orry-Kelly,Gypsy,False
1962,1963,35,FILM EDITING,FILM EDITING,John McSweeney Jr.,Mutiny on the Bounty,False
1962,1963,35,MUSIC (Music Score--substantially original),MUSIC (Original Score),Jerry Goldsmith,Freud,False
1962,1963,35,MUSIC (Music Score--substantially original),MUSIC (Original Score),Bronislau Kaper,Mutiny on the Bounty,False
1962,1963,35,MUSIC (Scoring of Music--adaptation or treatment),MUSIC (Original Song Score or Adaptation Score),Frank Perkins,Gypsy,False
1962,1963,35,MUSIC (Song),MUSIC (Original Song),Bronislau Kaper/Paul Francis Webster,Mutiny on the Bounty,False
1962,1963,35,BEST PICTURE,BEST PICTURE,Aaron Rosenberg,Mutiny on the Bounty,False
1962,1963,35,SPECIAL EFFECTS,VISUAL EFFECTS,A. Arnold Gillespie/Milo Lory,Mutiny on the Bounty,False
1962,1963,35,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Vladimir Nabokov,Lolita,False
1962,1963,35,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),Charles Kaufman/Wolfgang Reinhardt,Freud,False
1964,1965,37,ACTOR,ACTOR IN A LEADING ROLE,Rex Harrison,My Fair Lady,True
1964,1965,37,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,False
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,My Fair Lady,False
1964,1965,37,ART DIRECTION (Color),ART DIRECTION (Color),Gene Allen/Cecil Beaton/George James Hopkins,My Fair Lady,True
1964,1965,37,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Harry Stradling,My Fair Lady,True
1964,1965,37,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),René Hubert,The Visit,False
1964,1965,37,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Cecil Beaton,My Fair Lady,True
1964,1965,37,DIRECTING,DIRECTING,George Cukor,My Fair Lady,True
1964,1965,37,FILM EDITING,FILM EDITING,William Ziegler,My Fair Lady,False
1964,1965,37,MUSIC (Music Score--substantially original),MUSIC (Original Score),Henry Mancini,The Pink Panther,False
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),MUSIC (Original Song Score or Adaptation Score),Andre Previn,My Fair Lady,True
1964,1965,37,BEST PICTURE,BEST PICTURE,Jack L. Warner,My Fair Lady,True
1964,1965,37,SOUND,SOUND MIXING,Warner Bros./George R. Groves,My Fair Lady,True
1964,1965,37,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Alan Jay Lerner,My Fair Lady,False
1965,1966,38,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Tom Courtenay,Doctor Zhivago,False
1965,1966,38,ART DIRECTION (Color),ART DIRECTION (Color),John Box/Terry Marsh/Dario Simoni,Doctor Zhivago,True
1965,1966,38,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Freddie Young,Doctor Zhivago,True
1965,1966,38,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Phyllis Dalton,Doctor Zhivago,True
1965,1966,38,DIRECTING,DIRECTING,David Lean,Doctor Zhivago,False
1965,1966,38,FILM EDITING,FILM EDITING,Norman Savage,Doctor Zhivago,False
1965,1966,38,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Sweden,Dear John,False
1965,1966,38,MUSIC (Music Score--substantially original),MUSIC (Original Score),Maurice Jarre,Doctor Zhivago,True
1965,1966,38,BEST PICTURE,BEST PICTURE,Carlo Ponti,Doctor Zhivago,False
1965,1966,38,SOUND,SOUND MIXING,Metro-Goldwyn-Mayer British/A. W. Watkins/Metro-Goldwyn-Mayer/Franklin E. Milton,Doctor Zhivago,False
1965,1966,38,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Robert Bolt,Doctor Zhivago,True
1966,1967,39,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Yugoslavia,Three,False
1967,1968,40,ACTOR,ACTOR IN A LEADING ROLE,Warren Beatty,Bonnie and Clyde,False
1967,1968,40,ACTOR,ACTOR IN A LEADING ROLE,Paul Newman,Cool Hand Luke,False
1967,1968,40,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,False
1967,1968,40,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,True
1967,1968,40,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,False
1967,1968,40,ACTRESS,ACTRESS IN A LEADING ROLE,Faye Dunaway,Bonnie and Clyde,False
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,True
1967,1968,40,CINEMATOGRAPHY,CINEMATOGRAPHY,Burnett Guffey,Bonnie and Clyde,True
1967,1968,40,COSTUME DESIGN,COSTUME DESIGN,Theadora Van Runkle,Bonnie and Clyde,False
1967,1968,40,DIRECTING,DIRECTING,Arthur Penn,Bonnie and Clyde,False
1967,1968,40,MUSIC (Original Music Score),MUSIC (Original Score),Lalo Schifrin,Cool Hand Luke,False
1967,1968,40,MUSIC (Song),MUSIC (Original Song),Terry Gilkyson,The Jungle Book,False
1967,1968,40,MUSIC (Song),MUSIC (Original Song),Burt Bacharach/Hal David,Casino Royale,False
1967,1968,40,BEST PICTURE,BEST PICTURE,Warren Beatty,Bonnie and Clyde,False
1967,1968,40,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Fred Wolf,The Box,True
1967,1968,40,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Donn Pearce/Frank R. Pierson,Cool Hand Luke,False
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),David Newman/Robert Benton,Bonnie and Clyde,False
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Rosemary's Baby,True
1968,1969,41,MUSIC (Song--Original for the Picture),MUSIC (Original Song),Richard M. Sherman/Robert B. Sherman,Chitty Chitty Bang Bang,False
1968,1969,41,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Roman Polanski,Rosemary's Baby,False
1969,1970,42,ACTOR,ACTOR IN A LEADING ROLE,John Wayne,True Grit,True
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Catherine Burns,Last Summer,False
1969,1970,42,MUSIC (Song--Original for the Picture),MUSIC (Original Song),Elmer Bernstein/Don Black,True Grit,False
1970,1971,43,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Bob Maurice,Woodstock,True
1970,1971,43,FILM EDITING,FILM EDITING,Thelma Schoonmaker,Woodstock,False
1970,1971,43,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Switzerland,First Love,False
1970,1971,43,SOUND,SOUND MIXING,Dan Wallin/Larry Johnson,Woodstock,False
1971,1972,44,ACTOR,ACTOR IN A LEADING ROLE,Topol,Fiddler on the Roof,False
1971,1972,44,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Leonard Frey,Fiddler on the Roof,False
1971,1972,44,ART DIRECTION,ART DIRECTION,Robert Boyle/Michael Stringer/Peter Lamont,Fiddler on the Roof,False
1971,1972,44,CINEMATOGRAPHY,CINEMATOGRAPHY,Oswald Morris,Fiddler on the Roof,True
1971,1972,44,DIRECTING,DIRECTING,Stanley Kubrick,A Clockwork Orange,False
1971,1972,44,DIRECTING,DIRECTING,Norman Jewison,Fiddler on the Roof,False
1971,1972,44,FILM EDITING,FILM EDITING,Bill Butler,A Clockwork Orange,False
1971,1972,44,MUSIC (Scoring: Adaptation and Original Song Score),MUSIC (Original Song Score or Adaptation Score),John Williams,Fiddler on the Roof,True
1971,1972,44,BEST PICTURE,BEST PICTURE,Stanley Kubrick,A Clockwork Orange,False
1971,1972,44,BEST PICTURE,BEST PICTURE,Norman Jewison,Fiddler on the Roof,False
1971,1972,44,SHORT SUBJECT (Animated),SHORT FILM (Animated),Michael Mills,Evolution,False
1971,1972,44,SHORT SUBJECT (Live Action),SHORT FILM (Live Action),Stephen F. Verona,The Rehearsal,False
1971,1972,44,SOUND,SOUND MIXING,Gordon K. McCallum/David Hildyard,Fiddler on the Roof,True
1971,1972,44,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Stanley Kubrick,A Clockwork Orange,False
1972,1973,45,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,False
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jeannie Berlin,The Heartbreak Kid,False
1972,1973,45,SHORT SUBJECT (Live Action),SHORT FILM (Live Action),David Adams,Solo,False
1974,1975,47,ACTRESS,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Alice Doesn't Live Here Anymore,True
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Alice Doesn't Live Here Anymore,False
1974,1975,47,FILM EDITING,FILM EDITING,Michael Luciano,The Longest Yard,False
1974,1975,47,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),MUSIC (Original Song Score or Adaptation Score),Alan Jay Lerner/Frederick Loewe/Angela Morley/Douglas Gamley,The Little Prince,False
1974,1975,47,MUSIC (Song),MUSIC (Original Song),Euel Box/Betty Box,Benji,False
1974,1975,47,MUSIC (Song),MUSIC (Original Song),Frederick Loewe/Alan Jay Lerner,The Little Prince,False
1974,1975,47,WRITING (Original Screenplay),WRITING (Original Screenplay),Robert Getchell,Alice Doesn't Live Here Anymore,False
1975,1976,48,FILM EDITING,FILM EDITING,Verna Fields,Jaws,True
1975,1976,48,MUSIC (Original Score),MUSIC (Original Score),John Williams,Jaws,True
1975,1976,48,BEST PICTURE,BEST PICTURE,Richard D. Zanuck/David Brown,Jaws,False
1975,1976,48,SHORT FILM (Animated),SHORT FILM (Animated),Marcell Jankovics,Sisyphus,False
1975,1976,48,SOUND,SOUND MIXING,Robert L. Hoyt/Roger Heman/Earl Madery/John Carter,Jaws,True
1976,1977,49,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,False
1976,1977,49,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,False
1976,1977,49,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,False
1976,1977,49,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,False
1976,1977,49,ART DIRECTION,ART DIRECTION,Dale Hennesy/Robert de Vestel,Logan's Run,False
1976,1977,49,CINEMATOGRAPHY,CINEMATOGRAPHY,Ernest Laszlo,Logan's Run,False
1976,1977,49,DIRECTING,DIRECTING,John G. Avildsen,Rocky,True
1976,1977,49,FILM EDITING,FILM EDITING,Richard Halsey/Scott Conrad,Rocky,True
1976,1977,49,MUSIC (Original Score),MUSIC (Original Score),Jerry Fielding,The Outlaw Josey Wales,False
1976,1977,49,MUSIC (Original Score),MUSIC (Original Score),Bernard Herrmann,Taxi Driver,False
1976,1977,49,MUSIC (Original Song),MUSIC (Original Song),Bill Conti/Carol Connors/Ayn Robbins,Rocky,False
1976,1977,49,BEST PICTURE,BEST PICTURE,Irwin Winkler/Robert Chartoff,Rocky,True
1976,1977,49,BEST PICTURE,BEST PICTURE,Michael Phillips/Julia Phillips,Taxi Driver,False
1976,1977,49,SOUND,SOUND MIXING,Harry Warren Tetrick/William McCaughey/Lyle Burbridge/Bud Alper,Rocky,False
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),WRITING (Original Screenplay),Sylvester Stallone,Rocky,False
1976,1977,49,SPECIAL ACHIEVEMENT AWARD (Visual Effects),SPECIAL ACHIEVEMENT AWARD (Visual Effects),L. B. Abbott/Glen Robinson/Matthew Yuricich,Logan's Run,True
1977,1978,50,SOUND,SOUND MIXING,Walter Goss/Dick Alexander/Tom Beckert/Robin Gregory,The Deep,False
1978,1979,51,COSTUME DESIGN,COSTUME DESIGN,Paul Zastupnevich,The Swarm,False
1978,1979,51,MUSIC (Original Song),MUSIC (Original Song),John Farrar,Grease,False
1979,1980,52,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Phillip Borsos,Nails,False
1979,1980,52,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Dick Young,Remember Me,False
1979,1980,52,MUSIC (Original Score),MUSIC (Original Score),Lalo Schifrin,The Amityville Horror,False
1979,1980,52,MUSIC (Original Song),MUSIC (Original Song),David Shire/Alan Bergman/Marilyn Bergman,The Promise,False
1980,1981,53,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,True
1980,1981,53,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,False
1980,1981,53,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,True
